 (-3.098478 -0.89064497 1.0225039 3.1449919 4.8628125 1.2940437 -1.5637323 4.513597 -2.6567414 -6.8305073)
 (0.29258558 0.926314 -1.4418697 -7.219414 5.27384 -7.7896137 -1.0031902 4.381848 0.24828535 -4.1435275)
 (0.5616781 -2.23155 5.3474746 -6.517254 0.15306121 -7.0147047 1.6941836 -2.7591798 -2.402603 0.92358524)
 (-3.4357889 -2.6476893 -3.616686 1.8177913 2.2410126 -5.0982685 2.739855 6.362334 -3.9314964 -6.8548145)
 (-7.0469303 -1.7976216 -0.7694133 -8.202133 -6.381885 8.101362 3.3952672 2.8373497 -3.484698 2.9784894)
 (3.969298 -3.445555 2.8822575 -5.476531 1.7916517 -4.689439 6.311596 2.550947 7.078657 -4.4632087)
 (-9.931719 1.702204 -0.28385717 -0.97236943 0.48605064 3.0322568 -9.332542 -4.176177 2.5214245 1.6812471)
 (-0.97186095 3.3592365 0.5485556 3.6010392 0.5538483 -7.768779 -5.141079 0.6408897 -3.9175198 0.5933781)
 (1.4721205 -1.3410506 -6.327203 -6.545357 -0.5051821 1.9733061 -3.9968903 -3.2818887 1.4862776 2.2072353)
 (-4.5221066 -5.326314 0.04253054 -1.8459786 2.5666625 -1.5659503 3.1964219 -4.1969156 1.3590053 -3.9863229)
 (-1.6216639 5.2918134 -4.7059264 -6.770787 -3.9821498 2.8028164 2.9432786 -4.074923 -1.7843114 4.9111137)
 (-1.5600208 -4.2560782 0.5317606 -1.4591632 -6.7505927 -0.8433601 -1.3712015 -1.1383666 3.1394238 5.293358)
 (3.7756004 -0.89784795 2.4243298 4.181202 -5.60747 -7.189198 -5.3704886 -1.5468034 -5.510106 0.89586234)
 (-3.893929 -3.8529015 -0.10667861 4.908974 -1.1348218 4.6540675 -7.774935 -5.166913 -9.777638 3.2560012)
 (0.59177786 -2.4064069 1.4431527 0.60327256 -1.776699 4.671823 0.07789094 3.2682168 -3.5540116 -7.3950844)
 (1.6615815 -1.0443872 2.1489286 -7.1630826 0.9181683 6.2083993 -4.054128 3.0064619 -6.3140874 -0.1558824)
 (2.2097523 1.0294406 3.5027707 1.213508 3.488146 0.24727301 -2.8928897 1.7515363 -9.000356 -0.7097808)
 (-6.7344236 -1.0858455 8.9265585 -4.1707087 -1.8558922 0.50584257 -1.5694735 4.0001006 -3.6744795 -8.233537)
 (-2.598187 0.64589524 0.77370137 -8.5409355 -1.6669457 -11.596989 2.3650222 2.7751622 -0.7881238 5.477619)
 (3.459869 3.5237122 -9.693613 3.2992623 -0.37806642 -3.4345136 3.7686503 0.08268745 -5.358714 1.731073)
 (-2.478504 2.4484115 4.5817957 -1.2700207 -7.854301 1.2347144 3.1167634 -10.344588 -2.6449046 -4.329041)
 (-1.7241907 -2.4306319 -5.399481 5.2419376 -3.5884237 -3.8616393 0.6042261 1.417834 -4.7269263 0.1971425)
 (1.8298908 2.9851363 -0.5610871 -0.3547751 -5.381101 -1.3250936 -3.3706064 -0.48002523 -2.9843614 3.9119987)
 (0.49013245 -0.42427123 -11.586122 -2.0326238 -2.1911097 2.8035786 1.801179 6.444303 -0.36883992 2.5962002)
 (0.04472375 1.3791186 -7.6058803 4.520923 3.8959553 -1.946583 1.4153355 1.6282377 -1.4458604 -4.479626)
 (-0.29446247 -7.117971 -7.809251 7.9140253 -5.719809 2.4776707 -1.6271902 3.6024716 -1.8900045 -2.3252478))
